importer,total_count,product_category_summary_sorted,product_category_actual_sorted
신봉염업사,7,소금 ,정제소금
농업회사법인 농가어가 유한회사,7,"식품용 금속제품 ,식품용 도자기제품 ,식품용 폴리프로필렌 제품 ,소금 ","폴리프로필렌,기타소금"
주식회사 지세,7,"소스,냉동 농산물 ,식품용 금속제품 ","소스,고추냉이(뿌리,냉동),금속제"
(주)카스 인 바이오,7,소스,소스
코담코담,7,소스,소스
(주)조이에프앤디,7,아이스크림 ,아이스크림
(주)에프엠인터내셔날,7,아이스크림 ,아이스크림
주식회사 스밀,7,올리브유,올리브유
(주)엠피엘제이(MPLJ Inc),7,올리브유,올리브유
프레임인터내셔널,7,올리브유,올리브유
성도물산(주),7,"잼 ,올리브유","잼,올리브유"
주식회사에스에이치네츄럴,7,우유 ,우유
주식회사 빅테라,7,원두 ,"커피원두(씨앗,건조)"
(주)닥터만커피,7,"식품용 금속제품 ,식품용 폴리프로필렌 제품 ,원두 ","폴리프로필렌,아크릴로니트릴-부타디엔-스티렌 공중합체,커피원두(씨앗,건조)"
(주)에티코,7,원두 ,"커피원두(씨앗,건조)"
라이언스커피로스터스,7,원두 ,"커피원두(씨앗,건조)"
주식회사 에스제이빈스,7,"원두 ,식품용 폴리에틸렌 제품 ","커피원두(씨앗,건조),폴리에틸렌"
비냐비노,7,위스키,위스키
티케이엘(주),7,잼 ,잼
해태에이치티비주식회사,7,정제/가공을거쳐야하는식품원료,"정제,가공을거쳐야하는식품원료"
하이브 주식회사,7,정제/가공을거쳐야하는식품원료,"정제,가공을거쳐야하는식품원료"
애경바이오팜주식회사,7,정제/가공을거쳐야하는식품원료,"정제,가공을거쳐야하는식품원료"
주식회사 에스엔알트레이딩,7,초콜릿 ,"밀크초콜릿,초콜릿,초콜릿가공품"
(주)일영 엔터프라이즈,7,"초콜릿 ,식품용 폴리프로필렌 제품 ","초콜릿가공품,준초콜릿,폴리프로필렌"
(주)비케이엠,7,치즈 ,"자연치즈,치즈"
임실치즈축산업협동조합,7,치즈 ,자연치즈
와이에치푸드(주),7,건강기능식품용 유지 ,EPA 및 DHA 함유 유지
주식회사 더베이글,7,"건강기능식품용 유지 ,영양소/기능성복합제품,건강기능식품용 추출물 ","영양소,기능성복합제품"
(주)케이앤에스 헬스 푸드,7,"건강기능식품용 추출물 ,건강기능식품용 유지 ,복합영양소제품,엠에스엠,영양소/기능성복합제품","영양소,기능성복합제품,복합영양소제품,프로폴리스추출물,가르시니아캄보지아 추출물,밀크씨슬(카르두스 마리아누스) 추출물"
(주)이레아이에스,7,"영양소/기능성복합제품,건강기능식품용 유지 ,건강기능식품용 추출물 ","영양소,기능성복합제품"
인터넷비지니스뱅크(iBB),7,건강기능식품용 추출물 ,프로폴리스추출물
지노카인드,7,건강기능식품용 추출물 ,가르시니아캄보지아 추출물
농업회사법인(주)일주교역,7,건강기능식품용 추출물 ,이눌린/치커리추출물
주네스글로벌코리아(유),7,"복합영양소제품,건강기능식품용 추출물 ","복합영양소제품,녹차추출물"
에스지바이오헬스,7,"영양소/기능성복합제품,건강기능식품용 추출물 ","영양소,기능성복합제품"
주식회사싸이터스에이치앤비,7,"영양소/기능성복합제품,건강기능식품용 추출물 ,복합영양소제품,엠에스엠","영양소,기능성복합제품,복합영양소제품"
아크네노모,7,복합영양소제품,복합영양소제품
주식회사 시나몬랩,7,"복합영양소제품,식품용 폴리프로필렌 제품 ,식품용 금속제품 ,식품용 폴리에틸렌 제품 ","복합영양소제품,폴리프로필렌,폴리에틸렌"
트루비코리아 유한회사,7,"영양소/기능성복합제품,복합영양소제품,엠에스엠","영양소,기능성복합제품,복합영양소제품,엠에스엠(MSM, Methyl sulfonylmethane, 디메틸설폰)"
에이치엘비제약 주식회사 헬스케어,7,엠에스엠,"엠에스엠(MSM, Methyl sulfonylmethane, 디메틸설폰)"
미그린팜,7,엠에스엠,"엠에스엠(MSM, Methyl sulfonylmethane, 디메틸설폰)"
(주)두루원,7,엠에스엠,"엠에스엠(MSM, Methyl sulfonylmethane, 디메틸설폰)"
(주)삼지코리아,7,냉동 농산물 ,"밤(열매,냉동)"
(주)오성유통,7,냉동 농산물 ,"능이버섯(자실체,냉동),송이버섯(자실체,냉동)"
농업회사법인 주식회사 서초농산,7,냉동 농산물 ,"고추(열매,냉동)"
신용고추상회,7,냉동 농산물 ,"고추(열매,냉동)"
주식회사 다,7,냉동 농산물 ,"고추(열매,냉동)"
대명,7,냉동 농산물 ,"고추(열매,냉동)"
(주) 푸르온,7,냉동 농산물 ,"피망(열매,냉동),고추(열매,냉동)"
태산무역,7,냉동 농산물 ,"능이버섯(자실체,냉동),송이버섯(자실체,냉동)"
(주)비케이나인아이앤씨,7,"식품용 금속제품 ,식품용 폴리프로필렌 제품 ","금속제,폴리프로필렌,아크릴로니트릴-스티렌 공중합체"
주식회사 에이티아이,7,식품용 금속제품 ,금속제
(주)영스타,7,"식품용 금속제품 ,식품용 폴리프로필렌 제품 ","폴리프로필렌,금속제,고무제"
주식회사 그래뉴,7,"식품용 금속제품 ,식품용 폴리프로필렌 제품 ,식품용 불소수지 제품 ","폴리프로필렌,불소수지,금속제"
(주)스타아미이엔텍,7,식품용 금속제품 ,금속제
주식회사 코몬스,7,식품용 금속제품 ,금속제
(주)새롬아트 학장지점,7,"식품용 금속제품 ,식품용 폴리프로필렌 제품 ","금속제,폴리프로필렌"
플랜잇프로덕츠코리아 주식회사,7,식품용 금속제품 ,"폴리아미드,아크릴로니트릴-부타디엔-스티렌 공중합체"
(주)스카이코리아,7,"식품용 금속제품 ,식품용 폴리프로필렌 제품 ","폴리프로필렌,폴리카보네이트"
주식회사 엘,7,"식품용 금속제품 ,식품용 폴리에틸렌 제품 ","폴리에틸렌테레프탈레이트,금속제"
주식회사 우와글로벌,7,식품용 금속제품 ,금속제
디에스컴퍼니,7,식품용 금속제품 ,금속제
주식회사 프리지아,7,"식품용 폴리프로필렌 제품 ,식품용 금속제품 ,식품용 도자기제품 ,식품용 불소수지 제품 ","폴리프로필렌,고무제,불소수지"
재서트리,7,"식품용 금속제품 ,식품용 폴리프로필렌 제품 ","폴리프로필렌,고무제"
옐라망고,7,식품용 금속제품 ,금속제
편백향기,7,식품용 금속제품 ,금속제
인애유통,7,식품용 금속제품 ,금속제
(주)와이디어스,7,식품용 금속제품 ,금속제
다운스,7,식품용 금속제품 ,금속제
하울스홈,7,"식품용 금속제품 ,식품용 폴리에틸렌 제품 ,식품용 도자기제품 ,식품용 불소수지 제품 ","불소수지,금속제,폴리에틸렌,도자기제"
장인터내셔널,7,식품용 금속제품 ,고무제
주식회사 디씨넷,7,"식품용 불소수지 제품 ,식품용 금속제품 ,식품용 폴리프로필렌 제품 ","폴리프로필렌,불소수지"
(주)브루잉컴퍼니,7,식품용 금속제품 ,"금속제,폴리카보네이트"
유한회사 에이치아이,7,식품용 금속제품 ,금속제
하우스그램,7,식품용 금속제품 ,"폴리아미드,아크릴로니트릴-부타디엔-스티렌 공중합체"
(주)아소리빙,7,"식품용 금속제품 ,식품용 도자기제품 ,식품용 폴리프로필렌 제품 ","폴리프로필렌,금속제,고무제,아크릴로니트릴-스티렌 공중합체"
차버스,7,식품용 금속제품 ,금속제
동양정수산업,7,식품용 금속제품 ,금속제
헤슬바흐,7,식품용 금속제품 ,금속제
제이앤에스,7,"식품용 금속제품 ,식품용 폴리프로필렌 제품 ","폴리카보네이트,폴리프로필렌,금속제"
케이에스글로벌(KSGLOBAL),7,"식품용 금속제품 ,식품용 폴리프로필렌 제품 ","폴리프로필렌,금속제"
주식회사 에이치엠코퍼레이션,7,식품용 금속제품 ,"금속제,아크릴로니트릴-부타디엔-스티렌 공중합체"
(주)아미인터내셔널,7,"식품용 금속제품 ,식품용 폴리프로필렌 제품 ","금속제,폴리프로필렌"
주식회사 대진아이엔티,7,"식품용 금속제품 ,식품용 폴리에틸렌 제품 ","금속제,폴리에틸렌"
다차원 공간,7,"식품용 금속제품 ,식품용 도자기제품 ","금속제,에틸렌-초산비닐 공중합체,도자기제"
에이스메이트,7,식품용 금속제품 ,금속제
주식회사 팀오마인,7,"식품용 금속제품 ,식품용 도자기제품 ,식품용 폴리에틸렌 제품 ","금속제,폴리에틸렌"
주식회사 다뮤지끄,7,식품용 금속제품 ,금속제
주식회사 스마트와,7,"식품용 금속제품 ,식품용 폴리에틸렌 제품 ,식품용 폴리프로필렌 제품 ","폴리에틸렌,폴리프로필렌"
주식회사 점보,7,"식품용 금속제품 ,식품용 폴리프로필렌 제품 ","금속제,폴리프로필렌,고무제"
커머스친구,7,"식품용 금속제품 ,식품용 도자기제품 ","폴리아미드,금속제"
라우네,7,"식품용 금속제품 ,식품용 폴리에틸렌 제품 ,식품용 폴리프로필렌 제품 ","금속제,폴리프로필렌,아크릴로니트릴-부타디엔-스티렌 공중합체"
Teamup,7,"식품용 금속제품 ,식품용 폴리프로필렌 제품 ","폴리프로필렌,금속제"
(주)맥스전자,7,식품용 금속제품 ,"폴리시클로헥산-1,4-디메틸렌테레프탈레이트"
(주)세인,7,"식품용 금속제품 ,식품용 도자기제품 ","금속제,도자기제"
서흥산업,7,식품용 금속제품 ,금속제
(주)썬앳푸드,7,"식품용 금속제품 ,식품용 도자기제품 ","금속제,도자기제"
주식회사 엔제이월드,7,"식품용 금속제품 ,식품용 폴리프로필렌 제품 ,식품용 폴리에틸렌 제품 ","폴리프로필렌,폴리에틸렌,고무제"
(주)푸드앤솝,7,식품용 금속제품 ,금속제
은성실업(silver star korea),7,"식품용 금속제품 ,식품용 불소수지 제품 ","불소수지,금속제"
(주)엠디엠,7,"식품용 금속제품 ,식품용 불소수지 제품 ","금속제,불소수지"
주식회사 에스엠 인프라넷,7,식품용 금속제품 ,"금속제,폴리카보네이트,고무제"
스튜디오 보스케,7,식품용 금속제품 ,금속제
지아레티이탈리아,7,"식품용 금속제품 ,식품용 폴리프로필렌 제품 ","금속제,폴리프로필렌"
테므,7,"식품용 금속제품 ,식품용 도자기제품 ,식품용 불소수지 제품 ","불소수지,도자기제,금속제"
제이에스컴퍼니(JS COMPANY),7,"식품용 금속제품 ,식품용 도자기제품 ,식품용 폴리프로필렌 제품 ","폴리프로필렌,금속제"
에이티케이(ATK),7,"식품용 금속제품 ,식품용 폴리프로필렌 제품 ","금속제,폴리프로필렌"
백두대간,7,"식품용 금속제품 ,식품용 폴리프로필렌 제품 ","폴리프로필렌,금속제"
(주)제니스코트레이딩,7,식품용 금속제품 ,"금속제,폴리스티렌"
(주)엠앤제이마케팅,7,"식품용 폴리에틸렌 제품 ,식품용 금속제품 ","폴리에틸렌,금속제"
붕붕몰,7,"식품용 금속제품 ,식품용 폴리프로필렌 제품 ","금속제,폴리프로필렌"
콘비누,7,식품용 금속제품 ,금속제
골목길컴퍼니,7,식품용 금속제품 ,금속제
(주)쿠진 일산점,7,식품용 금속제품 ,금속제
(주)에이스아이앤티,7,식품용 금속제품 ,금속제
(주)레알아이엔티,7,"식품용 금속제품 ,식품용 불소수지 제품 ","금속제,불소수지"
차차스,7,식품용 금속제품 ,금속제
동방불교문화원,7,"식품용 금속제품 ,식품용 폴리프로필렌 제품 ,식품용 폴리에틸렌 제품 ","폴리프로필렌,폴리에틸렌"
(주)디에이치아이앤,7,식품용 금속제품 ,금속제
드림커피컴퍼니,7,"식품용 금속제품 ,식품용 도자기제품 ","금속제,도자기제"
엑싯플랜,7,"식품용 도자기제품 ,식품용 금속제품 ","고무제,금속제"
주식회사 제이에스엘홀딩스,7,"식품용 금속제품 ,식품용 폴리프로필렌 제품 ,식품용 불소수지 제품 ,식품용 폴리에틸렌 제품 ","폴리프로필렌,불소수지,금속제"
우아,7,"식품용 금속제품 ,식품용 폴리프로필렌 제품 ,식품용 폴리에틸렌 제품 ","폴리프로필렌,폴리에틸렌"
디엔비트레이딩,7,"식품용 금속제품 ,식품용 폴리프로필렌 제품 ","폴리프로필렌,금속제"
(주)키친아트,7,"식품용 금속제품 ,식품용 도자기제품 ","폴리아세탈,고무제,도자기제"
데일리 프랜즈(daily friends),7,"식품용 금속제품 ,식품용 도자기제품 ,식품용 폴리프로필렌 제품 ","폴리프로필렌,금속제"
기프코,7,"식품용 금속제품 ,식품용 폴리프로필렌 제품 ","폴리프로필렌,금속제"
주식회사 웰첸,7,"식품용 금속제품 ,식품용 폴리프로필렌 제품 ","금속제,폴리프로필렌"
(주)동양인터내쇼널,7,"식품용 폴리프로필렌 제품 ,식품용 금속제품 ,식품용 폴리에틸렌 제품 ","폴리프로필렌,금속제,폴리에틸렌테레프탈레이트"
월드실업,7,식품용 금속제품 ,금속제
(주)체인컴퍼니,7,"식품용 폴리프로필렌 제품 ,식품용 금속제품 ",폴리프로필렌
(주)앤샵,7,"식품용 금속제품 ,식품용 도자기제품 ,식품용 폴리에틸렌 제품 ","아크릴수지,도자기제,폴리에틸렌,금속제"
키친쿡,7,"식품용 금속제품 ,식품용 도자기제품 ,식품용 폴리프로필렌 제품 ","금속제,폴리프로필렌"
일원산업,7,"식품용 금속제품 ,식품용 폴리에틸렌 제품 ,식품용 폴리프로필렌 제품 ","폴리에틸렌,고무제,폴리스티렌"
포포페리아,7,"식품용 도자기제품 ,식품용 금속제품 ","도자기제,금속제"
(주)보나와한별,7,"식품용 금속제품 ,식품용 도자기제품 ,식품용 불소수지 제품 ","금속제,불소수지"
(주)인터지엔,7,식품용 금속제품 ,"아크릴로니트릴-부타디엔-스티렌 공중합체,금속제"
(주)브라더오토메이션코리아,7,"식품용 금속제품 ,식품용 도자기제품 ,식품용 폴리프로필렌 제품 ","폴리프로필렌,금속제,고무제"
(주)이씨파트너스,7,"식품용 금속제품 ,식품용 폴리에틸렌 제품 ,식품용 불소수지 제품 ,식품용 폴리프로필렌 제품 ","폴리프로필렌,폴리에틸렌테레프탈레이트,폴리아미드,폴리에틸렌"
다현아이엔씨,7,"식품용 금속제품 ,식품용 폴리프로필렌 제품 ,식품용 폴리에틸렌 제품 ","폴리에틸렌,폴리프로필렌,고무제"
주식회사 파뷔에,7,"식품용 도자기제품 ,식품용 금속제품 ","고무제,금속제,도자기제"
엠에스인더스트리,7,"식품용 금속제품 ,식품용 폴리에틸렌 제품 ,식품용 폴리프로필렌 제품 ","폴리프로필렌,폴리에틸렌,금속제"
아인,7,"식품용 금속제품 ,식품용 폴리프로필렌 제품 ","폴리프로필렌,금속제"
주식회사 파울러스,7,"식품용 도자기제품 ,식품용 금속제품 ","도자기제,아크릴로니트릴-스티렌 공중합체"
(주)카라스인터내셔널,7,"식품용 폴리프로필렌 제품 ,식품용 금속제품 ",폴리프로필렌
(주)에이커머스,7,"식품용 금속제품 ,식품용 폴리프로필렌 제품 ","폴리프로필렌,아크릴로니트릴-부타디엔-스티렌 공중합체"
주식회사 이플스토리,7,"식품용 도자기제품 ,식품용 금속제품 ","도자기제,금속제"
주식회사 와글코퍼레이션,7,"식품용 폴리프로필렌 제품 ,식품용 금속제품 ",폴리프로필렌
탑토탈무역,7,식품용 도자기제품 ,"나무제,도자기제"
샬롬합동관세사,7,식품용 도자기제품 ,도자기제
크롬컴퍼니,7,식품용 도자기제품 ,도자기제
코모디다드,7,식품용 도자기제품 ,도자기제
(주)가이아코퍼레이션,7,"식품용 도자기제품 ,식품용 폴리프로필렌 제품 ","도자기제,폴리프로필렌"
브라운즈 주식회사,7,식품용 도자기제품 ,"도자기제,착색유리제"
주식회사 파티팡,7,"식품용 폴리프로필렌 제품 ,식품용 도자기제품 ","폴리프로필렌,도자기제"
키친필산업(키친필닷컴),7,식품용 도자기제품 ,도자기제
이레,7,식품용 도자기제품 ,도자기제
주식회사 씨에스이,7,식품용 도자기제품 ,도자기제
(주) 제이어스컴퍼니,7,"식품용 폴리프로필렌 제품 ,식품용 도자기제품 ","폴리프로필렌,도자기제"
주식회사 씨와이코리아,7,"식품용 불소수지 제품 ,식품용 폴리프로필렌 제품 ","불소수지,폴리프로필렌"
오뚜기제유 주식회사,7,식품용 폴리에틸렌 제품 ,폴리에틸렌
(주)엘엠,7,"식품용 폴리에틸렌 제품 ,식품용 폴리프로필렌 제품 ",폴리에틸렌
주식회사 아토컴퍼니,7,"식품용 폴리에틸렌 제품 ,식품용 폴리프로필렌 제품 ",폴리에틸렌
(주)썬브릿지,7,식품용 폴리에틸렌 제품 ,폴리에틸렌
(주)유상,7,"식품용 폴리에틸렌 제품 ,식품용 폴리프로필렌 제품 ","폴리에틸렌,폴리프로필렌"
주식회사 더블세이프,7,"식품용 폴리에틸렌 제품 ,식품용 폴리프로필렌 제품 ","폴리염화비닐,폴리프로필렌"
(주)고현,7,식품용 폴리에틸렌 제품 ,폴리에틸렌
(주)나눅스네트웍스,7,"식품용 폴리프로필렌 제품 ,식품용 폴리에틸렌 제품 ","폴리에틸렌,폴리프로필렌"
주식회사 지우,7,식품용 폴리에틸렌 제품 ,폴리에틸렌테레프탈레이트
제이더블유마켓,7,식품용 폴리프로필렌 제품 ,폴리프로필렌
주식회사 제이알에이치,7,식품용 폴리프로필렌 제품 ,폴리프로필렌
(주)케이엠팩,7,식품용 폴리프로필렌 제품 ,폴리프로필렌
(주)유경트레이딩,7,식품용 폴리프로필렌 제품 ,폴리프로필렌
문배주양조원,7,식품용 폴리프로필렌 제품 ,폴리프로필렌
(주)미성컴퍼니,7,식품용 폴리프로필렌 제품 ,폴리프로필렌
화이트라이온푸드,6,견과 ,"브라질넛(견과,건조)"
(주)지웰,6,견과 ,"아몬드(견과,건조),호두(견과,건조),피칸(견과,건조),캐슈(견과,건조)"
열린견과 주식회사,6,견과 ,땅콩 또는 견과류가공품
주식회사 유림씨에스,6,견과 ,땅콩 또는 견과류가공품
주식회사 다뉴,6,견과 ,"아몬드(견과,건조)"
대신푸드,6,견과 ,땅콩 또는 견과류가공품
신동케미칼(주),6,견과 ,"마카다미아(견과,건조),땅콩 또는 견과류가공품"
농업회사법인 (주)올리,6,견과 ,땅콩 또는 견과류가공품
(주)메가마트,6,"견과 ,올리브유","아몬드(견과,건조),올리브유,땅콩 또는 견과류가공품,호두(견과,건조)"
상대유통(주),6,견과 ,땅콩 또는 견과류가공품
(주)엠디에프앤,6,"견과 ,과.채주스","아몬드(견과,건조),땅콩 또는 견과류가공품,과.채주스"
주식회사 씨앤케이국제,6,"과채가공품,소스,견과 ,두류가공품",건면
농업회사법인 주식회사대륙농축수산식품,6,견과 ,땅콩 또는 견과류가공품
채움통상,6,과.채주스,과.채주스
주식회사 하람,6,"과채가공품,과.채주스,건강기능식품용 추출물 ","과.채가공품,과.채주스,매실추출물"
주식회사한국보타니에프앤비,6,과.채주스,과.채주스
주식회사 엘라스틱코리아,6,과.채주스,과.채주스
혜건 주식회사,6,과.채주스,과.채주스
엘에스에이치생활건강(LSH생활건강),6,"과채가공품,과.채주스","과.채가공품,과.채주스"
(주)태경식품,6,"과.채주스,과채가공품","과.채주스,과.채가공품"
사람과자연,6,과.채주스,과.채주스
엔에이치티케이(주),6,"복합영양소제품,과.채주스","복합영양소제품,과.채주스"
(주)자임 에프앤비,6,"과.채주스,식품용 폴리에틸렌 제품 ,식품용 폴리프로필렌 제품 ","폴리에틸렌,과.채주스"
베트남 글로벌 푸드,6,"과채가공품,소스,과.채주스","건면,과.채주스,과.채가공품"
(주)스카이물산,6,"과.채주스,건강기능식품용 추출물 ,기타 수산물가공품,분유 ","과.채주스,프로폴리스추출물,기타 수산물가공품,전지분유"
칸타비노,6,과실주,과실주
(주)스타엘앤비 (STAR L&B),6,과실주,과실주
주식회사 피씨씨,6,과실주,과실주
피이비커머스,6,과실주,과실주
주식회사 베나코에프앤비,6,과실주,과실주
소울와인 주식회사,6,과실주,과실주
정미술,6,과실주,과실주
(주)에버글로우와인코리아,6,과실주,과실주
교촌에프앤비(주),6,과실주,과실주
방비방,6,과실주,과실주
엠버&처빌,6,과실주,과실주
와인창고,6,"과실주,올리브유","과실주,올리브유"
노아스 바크,6,과실주,과실주
(주)비노파일,6,과실주,과실주
파란 와인,6,과실주,과실주
주식회사 와인별,6,과실주,과실주
퍼스트브로스인코퍼레이션,6,과실주,과실주
주식회사 유노와인,6,과실주,과실주
(주)마이인터내셔널,6,과실주,과실주
조지아와인,6,과실주,과실주
바스락(주),6,과자,과자
주식회사 내추럴 라이프스타일,6,"초콜릿 ,올리브유,과자","초콜릿가공품,올리브유,과자"
(주)플랜투스,6,"과채가공품,과자","과.채가공품,과자"
다다에스엠 주식회사,6,과자,과자
더망고,6,과자,과자
주식회사 미쉐코리아,6,"당류가공품,과자,과채가공품,잼 ,식품용 폴리에틸렌 제품 ","당류가공품,과자,과.채가공품,기타잼,폴리에틸렌"
(주)가온누리코퍼레이션,6,"초콜릿 ,과자","준초콜릿,과자,밀크초콜릿"
한울 트레이드,6,"초콜릿 ,과자","준초콜릿,초콜릿가공품,과자"
원우글로벌,6,과자,과자
(주)하나푸드,6,과자,과자
주식회사 케이씨랜드,6,"빵류,과자","빵류,과자"
북연중국식품,6,과자,과자
주식회사 퍼니펍,6,과자,과자
와이에스코리아(YS KOREA),6,과채가공품,과.채가공품
아이지씨코리아 주식회사,6,"과채가공품,당류가공품","과.채가공품,당류가공품"
주식회사 손씨푸드,6,과채가공품,과.채가공품
(주)홍일무역,6,과채가공품,과.채가공품
농업회사법인엔에스유통주식회사,6,과채가공품,과.채가공품
고려건강식품,6,"과채가공품,건강기능식품용 추출물 ","과.채가공품,은행잎 추출물"
케이에스티,6,"소스,과채가공품","소스,과.채가공품"
포더비(주),6,"과채가공품,냉동 농산물 ","과.채가공품,딸기(열매,냉동)"
(주)하이리치,6,과채가공품,과.채가공품
주식회사 썬후레쉬,6,과채가공품,과.채가공품
(주)뉴트라젠,6,과채가공품,과.채가공품
미르에프엔티,6,"만두 ,소스,과채가공품,빵류","만두,소스,과.채가공품,빵류"
딩그린 (DINGREEN),6,과채가공품,과.채가공품
남양유업주식회사천안공장,6,"과채가공품,분유 ","과.채가공품,혼합분유"
"주식회사 푸드인(Foodinn Co.,Ltd)",6,과채가공품,과.채가공품
태화통상,6,과채가공품,과.채가공품
(주)늘솜푸드,6,과채가공품,과.채가공품
라이프케어,6,과채가공품,과.채가공품
(주)한불화농,6,과채가공품,과.채가공품
한성푸드영농조합법인,6,과채가공품,과.채가공품
"(주)에딕티코리아(Addictea korea Co., Ltd.)",6,"과채가공품,당류가공품,식품용 폴리프로필렌 제품 ","과.채가공품,당류가공품,폴리프로필렌"
(주)에스비티,6,과채가공품,과.채가공품
한국에프아이에스,6,과채가공품,과.채가공품
GBF,6,과채가공품,과.채가공품
농협회사법인 비에스바이오팜 주식회사,6,과채가공품,과.채가공품
제너럴 바이오(주),6,과채가공품,과.채가공품
(주)히든앤코,6,"과채가공품,당류가공품","과.채가공품,당류가공품"
주식회사 리어코리아,6,"소스,과채가공품",건면
소망커머스,6,"식품용 금속제품 ,과채가공품","금속제,과.채가공품"
(주)에이치앤케이바이오사이언스,6,"과채가공품,냉동 농산물 ","과.채가공품,댕댕이나무(열매,냉동)"
예지바이오,6,과채가공품,과.채가공품
주)순홍무역,6,과채가공품,과.채가공품
바오푸드 주식회사,6,과채가공품,과.채가공품
주식회사 예원컴퍼니,6,"과채가공품,냉동 농산물 ","과.채가공품,슈가애플(냉동)"
주식회사 해나눔,6,과채가공품,과.채가공품
주식회사 카비르인터프라이시스,6,"버터 ,과채가공품","버터오일,과.채가공품"
(주)블루퍼시픽코리아,6,"과채가공품,초콜릿 ","과.채가공품,초콜릿가공품"
케이무역,6,과채가공품,과.채가공품
아이앤티엘에프앤비,6,"기타 수산물가공품,소스,과채가공품","기타 수산물가공품,소스,과.채가공품"
주식회사 신영허브,6,과채가공품,과.채가공품
길도무역,6,"과채가공품,냉동 농산물 ,기타 수산물가공품","과.채가공품,호박(열매,냉동),기타 수산물가공품"
주식회사 착한습관,6,"과채가공품,당류가공품","과.채가공품,당류가공품"
재진에프앤디,6,과채가공품,과.채가공품
로하스켐,6,"건강기능식품용 추출물 ,과채가공품,엠에스엠","프로폴리스추출물,과.채가공품,밀크씨슬(카르두스 마리아누스) 추출물,엠에스엠(MSM, Methyl sulfonylmethane, 디메틸설폰)"
(주)청담지엘에스,6,과채가공품,과.채가공품
키토라푸드,6,"당류가공품,과채가공품,식품용 폴리에틸렌 제품 ","당류가공품,과.채가공품,폴리에틸렌"
(주)해피라이프,6,"과채가공품,냉동 농산물 ","과.채가공품,포도(열매,냉동)"
브루소스 인터내셔널,6,"과채가공품,식품용 금속제품 ,식품용 폴리에틸렌 제품 ,식품용 폴리프로필렌 제품 ","과.채가공품,폴리프로필렌"
아론푸드(Aron food),6,"소스,과채가공품,기타 수산물가공품,당류가공품","소스,과.채가공품,기타 수산물가공품,당류가공품"
대구농산(주)인천지점,6,과채가공품,과.채가공품
(주)엠에스씨(MSC),6,"정제/가공을거쳐야하는식품원료,두류가공품,과채가공품","정제,가공을거쳐야하는식품원료,두류가공품,과.채가공품"
대한다업(주),6,"원두 ,과채가공품","커피원두(씨앗,건조),과.채가공품"
(주)대종바이오테크,6,"건강기능식품용 추출물 ,과채가공품","녹차추출물,과.채가공품,구아바잎 추출물"
와이제이무역,6,기타 수산물가공품,기타 수산물가공품
주식회사 글로벌에이치투,6,"기타 수산물가공품,식품용 폴리에틸렌 제품 ,식품용 폴리프로필렌 제품 ","기타 수산물가공품,폴리프로필렌"
(주)클라우드 앤드 컴퍼니,6,기타 수산물가공품,기타 수산물가공품
주식회사 오케이씨푸드,6,기타 수산물가공품,기타 수산물가공품
(주)와이앤비푸드,6,기타 수산물가공품,기타 수산물가공품
(주)하나트레이딩,6,기타 수산물가공품,기타 수산물가공품
주식회사 이스타씨,6,기타 수산물가공품,기타 수산물가공품
(주)크로톤,6,기타 수산물가공품,기타 수산물가공품
(주)씨글로벌,6,기타 수산물가공품,기타 수산물가공품
(주)갓텐코리아,6,"기타 수산물가공품,소스","기타 수산물가공품,소스"
주식회사 그램원,6,기타 수산물가공품,기타 수산물가공품
(주)쓰리케이글로벌,6,기타 수산물가공품,기타 수산물가공품
(주)다미원,6,기타 수산물가공품,기타 수산물가공품
주식회사 에이엔티컴퍼니,6,기타 수산물가공품,기타 수산물가공품
(주)하나교역,6,기타 수산물가공품,기타 수산물가공품
명민상사 주식회사,6,기타 수산물가공품,기타 수산물가공품
주식회사 해선유통,6,기타 수산물가공품,기타 수산물가공품
